Time [s],Channel 0,Channel 1,Channel 2
0.484233280,0,0,0
0.484233600,0,1,0
0.484233920,0,0,0
0.484234240,0,1,0
0.484234560,0,0,0
0.484235040,0,1,0
0.484235360,0,0,0
0.484235680,0,1,0
0.484236000,0,0,0
0.484236320,0,1,0
0.484236640,1,0,1
0.484236960,1,1,1
0.484237280,1,0,1
0.484237600,1,1,1
0.484237920,0,0,0
0.484238240,0,1,0
0.484238560,0,0,0
0.484239040,0,1,0
0.484239360,1,0,1
0.484239680,1,1,1
0.484240000,0,0,0
0.484240320,0,1,0
0.484501920,0,0,0
0.484502240,0,1,0
0.484502560,0,0,0
0.484503040,0,1,0
0.484503360,0,0,0
0.484503680,0,1,0
0.484504000,0,0,0
0.484504320,0,1,0
0.484504640,0,0,0
0.484504960,0,1,0
0.484505280,0,0,0
0.484505600,0,1,0
0.484505920,0,0,0
0.484506240,0,1,0
0.484506560,0,0,0
0.484506720,0,0,1
0.484507040,0,1,1
0.484507360,0,0,1
0.484507680,0,1,1
0.484508000,0,0,0
0.484508320,0,1,0
0.484508640,0,0,0
0.484508960,0,1,0
0.484509280,0,0,0
0.484509600,0,1,0
0.484509920,0,0,0
0.484510240,0,1,0
0.484510560,0,0,0
0.484511040,0,1,0
0.484511360,0,0,0
0.484511680,0,1,0
0.484512000,0,0,0
0.484512320,0,1,0
0.484512640,0,0,0
0.484512960,0,1,0
0.484513280,0,0,0
0.484513600,0,1,0
0.484513920,0,0,0
0.484514240,0,1,0
0.484514560,0,0,0
0.484515040,0,1,0
0.484515360,0,0,1
0.484515680,0,1,1
0.484516000,0,0,0
0.484516320,0,1,0
0.484516640,0,0,0
0.484516960,0,1,0
0.484517280,0,0,0
0.484517600,0,1,0
0.484517920,0,0,0
0.484518240,0,1,0
0.484518560,0,0,0
0.484519040,0,1,0
0.484519360,0,0,1
0.484519680,0,1,1
0.484520000,0,0,0
0.484520320,0,1,0
0.484520640,0,0,1
0.484520960,0,1,1
0.484521280,0,0,1
0.484521600,0,1,1
0.484521920,0,0,0
0.484522240,0,1,0
0.484522560,0,0,0
0.484523040,0,1,0
0.484781920,0,0,0
0.484782240,0,1,0
0.484782560,0,0,0
0.484783040,0,1,0
0.484783360,0,0,0
0.484783680,0,1,0
0.484784000,0,0,0
0.484784320,0,1,0
0.484784640,1,0,1
0.484784960,1,1,1
0.484785280,0,0,0
0.484785600,0,1,0
